Date (UTC),User,Project,Organization,Action,IP,Browser,Extra data
2023-11-13 12:34:40,XshaineX,,,authentication,119.94.73.81,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",
